,Comment,Type,
5082,"Sang ngày thứ 5, thảm đỏ LHP Cannes tiếp tục chào đón một sao nữ vẫn còn xa lạ với truyền thông quốc tế, tuy nhiên mức độ gây sốc của cô nàng thì hoàn toàn lấn át loạt sao nữ hạng C của Hoa ngữ kể từ khi LHP Cannes 2019 mở màn. Và đó chính là Ngọc Trinh - người đẹp Việt Nam đến tham dự Cannes với tư cách là khách Vip của một nhãn trang sức nổi tiếng.",0,82
5083,"Lần đầu đi thảm đỏ Cannes, Ngọc Trinh quyết gây ấn tượng với bộ cánh không thể hở hơn. Chỉ tiếc rằng, mặc dù hình ảnh cô phủ sóng trên nhiều trang mạng Việt Nam nhưng trên thảm đỏ Cannes thì dường như chẳng mấy ai thèm quan tâm, ngó ngàng đến cô nàng.",0,54
5084,"Với nhiều khán giả tại Cannes, có lẽ trong vài năm gần đây họ đã quá quen với hình ảnh loạt mỹ nhân Châu Á lạ mặt xuất hiện với váy áo hở hang táo bạo, tạo dáng không mệt mỏi trên thảm đỏ dù chẳng mấy ống kính hướng về họ. Vài người dành ánh mắt ngán ngẩm trong khi số đông chẳng thèm nhìn các mỹ nhân này và Ngọc Trinh cũng không ngoại lệ.",0,77
5108,"Mặc dù, Thư (Bảo Thanh) đã cố hết sức để giấu diếm sự thật về bố đứa trẻ nhưng cũng chẳng được bao lâu khi mà Dương (Bảo Hân) đã vô tình lấy được số điện thoại của Vũ (Quốc Trường) khi cô đang ngủ. Trong những tình tiết được nói đến ở preview tập 27 phim truyền hình Về nhà đi con mới đây, dường như không chỉ nhà Thư mà đến cả bố mẹ Vũ cũng biết được chuyện này. ",0,82
5109,Một lần nữa ông Sơn (NSƯT Trung Anh) tỏ ra vô cùng tự trách rằng: “Nếu bố không dẫn con sang nhà bác Luật (NSND Hoàng Dũng) xin việc thì các con đã không quen nhau. Mà không quen nhau thì không thể xảy ra việc ngày hôm nay”.,0,49
5110,"Tất nhiên, không ai đồng ý với quan điểm này của ông. Vẫn nhanh nhảu như mọi lần, Dương lên tiếng: “Chẳng ai đẩy được hai người lên giường khi họ không muốn đâu bố ạ. Bố chưa nghe câu thích thì nhích à?”. Ông Sơn ngơ ngác “chưa”, rồi quay sang hỏi Huệ (Thu Quỳnh): “Có câu đó hả con?”. Dù đang căng thẳng với chuyện của Thư nhưng đoạn đối thoại này của bố con Dương cũng khiến khán giả không khỏi bật cười.",0,86
5111,"Về phía Vũ, có vẻ như vì ""đi đêm lắm"" nên lần này anh đã thực sự đụng phải ""hàng dữ"". Nghĩ Thư chỉ là một đứa con gái thực dụng, làm trò để lấy chồng giàu nên Vũ vô cùng khinh thường cô. Đàm phán đền tiền để Thư phá thai không được, Vũ cũng nhất quyết không chịu trách nhiệm. ",0,62
5112,"Chẳng hiểu Vũ đã làm thêm chuyện gì quá đáng mà Thư bỗng quay ngoắt 180 độ sang dằn mặt anh: ""Anh không muốn kết hôn với tôi chứ gì? Anh không muốn chịu trách nhiệm đúng không? Được! Tôi sẽ khiến anh phải quỳ xuống xin cưới tôi về"". Khán giả ai cũng tò mò, không hiểu Thư sẽ làm gì để khiến Vũ quỵ lụy, van xin cưới cô về làm vợ đây?",0,75
5113,"Tại một diễn biến khác, gia đình nhỏ của Huệ vừa trải qua một thời gian ngắn bình yên lại tiếp tục nổi sóng gió. Khải (Trọng Hùng) lại kiếm cớ gây sự với vợ: “Cái gì mà những người không cùng một trình độ, không cùng một quan điểm, không cùng một suy nghĩ. Cô đang nói về em cô hay đang nói về tôi đấy”. Có vẻ như chuyện về Thành (Tiến Lộc) vẫn là khúc mắc lớn trong lòng Khải. Khi không còn lòng tin dành cho nhau, không hiểu cuộc hôn nhân của vợ chồng họ còn tiếp tục duy trì được bao lâu nữa?",0,109
5114,Đón xem tập 27 của Về nhà đi con được phát sóng vào lúc 21:00 tối nay (20/5) trên kênh VTV1.,0,21
5119,"Tập 6 Giọng hát Việt lên sóng truyền hình tối 19/5 với những màn trình diễn đặc sắc. Để lại ấn tượng mạnh mẽ nhất là tiết mục của hai chàng trai Văn Võ Ngọc Nhân (Bo Bắp) - Hoàng Đức Thịnh đến từ team Tuấn Ngọc với bản mashup ""Như những phút ban đầu - Trái tim bên lề"" .",0,61
5120,"Sự xuất hiện của hai hotboy trên sân khấu khiến khán giả tại trường quay vô cùng phấn khích, cả hai đã mang đến một màn trình diễn ngọt ngào với những nổi buồn da diết trong tình yêu, giọng hát và cách xử lý của cặp đôi có nhiều tiến bộ khiến các HLV chăm chú theo dõi từng câu, từng nốt nhạc. ",0,64
5121," Đây không chỉ là cuộc chiến phô diễn cách xử lý những nốt hát cao đắt giá, khả năng làm mới bài hát quen thuộc mà còn là tiết mục chứng tỏ ai tiến bộ nhiều hơn ai giữa 2 giọng ca nam sáng giá khi chọn về đội danh ca Tuấn Ngọc.",0,53
5122,"Huấn luyện viên Tuấn Hưng dành lời khen cho cả 2 hot boy team Tuấn Ngọc khi Đức Thịnh sở hữu chất giọng nội lực còn Bo Bắp lại khôn khéo khoe kỹ thuật hát giả thanh. Quá ưng ý với tiết mục Đối đầu đầy cao trào này, vị HLV cá tính hứa hẹn: “2 em đều làm rất tốt. Mỗi người một vẻ - Mười phân vẹn mười. Bất kỳ ai chia tay đội anh Tuấn Ngọc, anh cũng xin đón về đội anh hết”.",0,87
5123,Nếu huấn luyện viên Thanh Hà đánh giá cao cả 2 mỹ nam đội Tuấn Ngọc thì đồng nghiệp Hồ Hoài Anh thẳng thắn chia sẻ ấn tượng với Đức Thịnh hơn Bo Bắp.,0,34
5124,"Hài lòng với màn trình diễn của hai học trò, Tuấn Ngọc vẫn công tâm đánh giá: “Thịnh hát nổi bật hơn nhưng chú biết Bo Bắp đã rất cố gắng, chỉ có những nốt về sau hơi chênh một tý. Quyết định của chú chính là em nào không được chọn sẽ vào ghế nóng chờ chú“. ",0,58
5125,"Ngay khi danh ca Tuấn Ngọc gọi tên Đức Thịnh vào Top 7, bộ đôi Thanh Hà - Tuấn Hưng đã sẵn sàng nhấn nút cướp thí sinh nhưng quyết định của Bo Bắp khó khăn hơn bao giờ hết khi vị huấn luyện viên kỳ cựu mở lời: “Chú năn nỉ Bo Bắp đi vào ghế chờ chú. Đừng đi theo ai hết. Bo Bắp, chạy ngay vào ghế đi!“.",0,71
5126,"Tuấn Hưng muốn chọn Bo Bắp vì nhìn ra năng lực của anh chàng khi trình diễn solo trong khi đàn chị Thanh Hà ấn tượng với cách hát Ballad bỏ nhỏ tinh tế, giàu cảm xúc đúng sở trường. Giữa 2 cơ hội an toàn khi về team mới và ghế chờ, Bo Bắp đã dũng cảm lựa chọn ở lại với huấn luyện viên Tuấn Ngọc.",0,68
5127,Liệu lựa chọn của Bo Bắp có nhận được cơ hội đi tiếp?,0,13
5128,Đón xem  21h15 tối Chủ nhật hàng tuần trên VTV3.,0,10
5153,"Không thông báo rầm rộ, Ngọc Trinh bất ngờ xuất hiện trên thảm đỏ Cannes 2019 ngày thứ 5. Vốn là một người đẹp thường xuyên khiến dân mạng đốt mắt với những bộ trang phục kho e thân táo bạo, ""nữ hoàng nội y"" đã chọn một bộ váy thậm chí còn không có tác dụng che chắn những phần nhạy cả m trên cơ thể trong lần xuất hiện này. Cô bước lên thảm đỏ với ông bầu Vũ Khắc Tiệp cùng hình ảnh hở han g nhức mắt, bị khán giả chê không phù hợp.",0,98
5154,"Trước đó, Ngọc Trinh cùng Quỳnh Hương, ông bầu Khắc Tiệp đã gặp gỡ và trò chuyện cùng vợ chồng diễn viên, ca sĩ nổi tiếng thế giới Priyanka Chopra - Nick Jonas trong một buổi tiệc dành cho khách Vip tối 18/5. Cô sẽ tham gia thêm một số sự kiện tại Cannes trong những ngày tới.",0,58
5177,"Ở phần cuối tập 25 phim Về Nhà Đi Con, Ánh Dương (Bảo Hân) đã vô tình biết được chuyện ai là bố đứa bé trong bụng chị gái mình. Và Dương còn bất ngờ hơn khi đọc được nội dung tin nhắn anh ta bắt Thư (Bảo Thanh) phải phá thai.",0,52
5178,"Chính vì chuyện này, khán giả đã rất háo hức, đợi đến ngày ""tomboyloichoi"" xử đẹp Vũ (Quốc Trường). Thế nhưng Vũ đi đâu cũng có đồng đội là Dũng (Anh Vũ) sát cánh, Dương lại chỉ có Bảo (Quang Anh) – một chàng trai nhút nhát trong chuyện động thủ. Không biết rồi Dương sẽ phải một mình lo liệu màn đánh đấm ra sao đây?",0,67
5179,"Thế nhưng, khán giả lại không để ý một chuyện rằng từ cách đây hai tháng, hai cao thủ tình trường của Về Nhà Đi Con đã hí hửng khoe mình bị đánh bầm dập như thế nào trên trang cá nhân. Có thể thấy, hai nam diễn viên là Anh Vũ và Quốc Trường đã đăng ảnh trong cùng một ngày, chứng tỏ, đây chính là cái kết của hai gã sở khanh đi ""lừa tình"" chị gái của Ánh Dương trong Về Nhà Đi Con.",0,87
5180,"Dù biết trước kết quả, thế nhưng phân cảnh cô nàng Ánh Dương điên tiết, đòi lại công bằng cho chị gái vẫn rất thú vị, thỏa mãn và cực kì đáng xem. Vì vậy, đừng bỏ lỡ những diễn biến tiếp theo vào lúc 21h các ngày từ thứ 2 đến thứ 6 hàng tuần trên VTV3 nhé!",0,59
5182,Theo Vân An (VnExpress.net),0,4
5210,"Ra mắt từ năm 2000, X-Men đã trở thành một vũ trụ siêu anh hùng nổi tiếng và kéo dài bậc nhất màn ảnh rộng Hollywood. Giờ đây, phim bom tấn mùa hè 2019 X-Men: Dark Phoenix (Tựa Việt: X-Men: Phượng Hoàng Bóng Tối) không chỉ là trận chiến hoành tráng nhất từ trước đến nay mà còn là bước nhìn lại chặng đường 20 năm của thương hiệu. Mới đây, bộ phim đã tung ra loạt poster cực ấn tượng báo hiệu một cái kết đầy đen tối và tang thương cho các dị nhân.",0,96
5211,"Tâm điểm của bộ poster chính là Jean Grey (Sophie Turner). Trong một nhiệm vụ ngoài không gian, cô nàng đã bị thực thể vũ trụ hùng mạnh Phoenix Force (Thế lực Phượng hoàng) nhập vào cơ thể. Trở về trái đất, Jean Grey không còn như xưa nữa mà trở thành một kẻ có sức mạnh ""bá đạo"". Không những thế, nữ nhân vật dần biến thành Dark Phoenix với dã tâm tàn bạo và tham vọng hủy diệt tất cả mọi sự sống trên trái đất.",0,88
5212,"Bên cạnh đó, hàng loạt dị nhân trong phim dường như đều bị thao túng bởi sức mạnh của Dark Phoenix. Chi tiết này khiến các fan Marvel nhớ tới một chi tiết quan trọng trong loạt truyện The Phoenix Saga nổi tiếng khi Jean biến những người đồng đội thành tay sai với biệt danh Phoenix Five.",0,58
5213,"Phải chăng những nhân vật đại diện cho chính nghĩa mà chúng ta quen thuộc suốt bao lâu nay đều sẽ biến thành tà ác? Khán giả từng chứng kiến nhóm X-Men luôn chiến đấu để bảo vệ nhân loại suốt 20 năm qua. Thế nhưng, mỗi người anh hùng đều có mặt tối riêng.",0,55
5214,"Việc Jean Grey bị thế lực tà ác thao túng khiến nhóm chia rẽ sâu sắc. Đây chính là lúc những mâu thuẫn giữa tốt và xấu, sáng và tối trong họ trở nên rõ nét nhất. X-Men: Dark Phoenix hứa hẹn không chỉ là tác phẩm hoành tráng về mặt hình ảnh mà còn sâu sắc cảm xúc và ý nghĩa của các siêu anh hùng.",0,67
5215,"Ngoài ra, nhân vật phản diện bí ẩn do Jessica Chastain thủ vai cũng có một poster riêng với câu tagline trái ngược hoàn toàn. Nhân vật này là ai? Tham vọng của ả là gì? Phải chăng kế hoạch thật sự của nữ nhân vật này lại có ý tốt? Vì sao lại được gọi là người hùng? Hàng loạt câu hỏi xoay quanh sự xuất hiện của kẻ phản diện bí hiểm này chắc chắn sẽ khiến bộ phim thêm phần hấp dẫn bởi vô số nút thắt cài cắm đan xen.",0,94
5216,X-Men: Dark Phoenix (X-Men: Phượng Hoàng Bóng Tối) dự kiến khởi chiếu trên toàn quốc từ ngày 07.06.2019.,0,18
5223,"Những ngày qua bộ phim ""Vợ ba"" đã nhận vô số ý kiến, chủ yếu bùng nổ tranh cãi quanh việc nhà làm phim đã mời cô bé 13 tuổi khi đó là Trà My đóng vai chính Mây với nhiều cảnh nhạy cảm. Hầu hết đều chưa xem phim và không bàn luận về giá trị nghệ thuật của ""Vợ ba"" cũng như những cảnh phim liên quan đến nữ chính 13 tuổi có phản cảm hay không.",0,79
5224,"Đặc biệt, mẹ diễn viên nhận vô số chỉ trích nặng nề của cư dân mạng khi để con gái đóng vai chính mà theo họ không phù hợp với 1 cô bé 13 tuổi. ",0,35
5225,"Chia sẻ với VietNamNet, chị Võ Mỹ Na, mẹ diễn viên Trà My nói chị cũng có đọc các bài báo liên quan đến bộ phim nhưng không nhiều. Cả chị và con gái đều biết các thông tin tiêu cực chĩa về phía mình nhưng cảm thấy bình thường.",0,50
5226,"""Vì trên tất cả là đánh giá tích cực từ giới phê bình và chuyên môn, còn lại là một số tiêu cực nhỏ"". Chị Na cho biết khi con đóng phim chị đều trao đổi với bố của Trà My và anh luôn ủng hộ con gái trong mọi việc. ",0,51
5227,"Tuy nhiên, trước làn sóng chỉ trích dữ dội liên quan đến việc con gái đóng phim lúc 13 tuổi, chị Võ Mỹ Na đã không thể im lặng.  ",0,29
5228,"""Tôi không rõ khi họ làm vậy họ có nghĩ đến cảm giác của cô bé và gia đình hay không hay vô tình họ đang có những hành vi xâm hại trẻ em vì những tin tức, gây tổn hại về tình cảm, tâm lý, danh dự, nhân phẩm của trẻ em. ",0,53
5229,"Lý do hôm nay tôi mới viết vì tôi muốn phim Vợ ba ra rạp với rộng rãi công chúng, để mọi người được đi xem và đánh giá về giá trị nghệ thuật và nhân văn mà tác phẩm Vợ ba đã đem lại cho thế giới nói chung và cho điện ảnh Việt Nam nói riêng, để khán giả thấy rằng Vợ ba hơn cả việc một thiếu nữ đóng phim nhạy cảm"".",0,75
5230,"Mẹ diễn viên Trà My chia sẻ thêm: ""Tại sao các bạn không quan tâm đến việc mẹ con tôi Hạnh Phúc ra sao khi tận mắt chứng khiến những khán giả quốc tế cảm động và tán thưởng như thế nào sau khi xem phim?",0,46
5231,"Sao không quan tâm đến việc con tôi vui sướng và hãnh diện như thế nào mỗi lần ra quốc tế, khi các khán giả đặc biệt là những khán giả lớn tuổi họ đã xếp hàng trật tự hàng giờ đồng hồ để được xin chữ ký và nói lời cảm ơn đến ê kíp làm phim vì đã cho họ những giây phút tuyệt vời khi thưởng thức Vợ ba? mà các bạn cứ xâu xé vào việc con tôi Trà My sẽ bị ảnh hưởng này nọ từ phim, các bạn lo sợ con tôi sẽ phát triển không bình thường... ",0,104
5232,"Xin thưa với các bạn rằng: Tôi với tư cách là một người Mẹ, tôi mới là người phải có trách nhiệm đến sự phát triển và tương lai của con tôi. Và mẹ con tôi hoàn toàn tin tưởng nhau, tin tưởng vào sự lựa chọn của chúng tôi. Vậy thì sao các bạn không tin?"". ",0,57
5233,Nữ diễn viên Trà My năm nay 15 tuổi. Cô xuất hiện trong buổi ra mắt phim tại TP.HCM ngày 11/5.,0,21
5234,Theo Mỹ Anh (VietNamNet),0,4
5243,"Theo đó, ngay từ khi ở sân bay chuẩn bị lên đường sang Paris, Võ Cảnh đã nhanh chóng thu hút sự chú ý. Nam diễn viên kết hợp áo sơ mi của thương hiệu nổi tiếng cùng quần jeans skiiny, giày da cực nam tính mà vẫn không kém phần năng động. Được biết, Võ Cảnh gần như là sao nam duy nhất của Vbiz được mời tới dự LHP Cannes năm nay và đi thảm đỏ. Theo dự kiến, Võ Cảnh sẽ dự thảm đỏ LHP Cannes vào ngày 21 tới (giờ địa phương).
Chia sẻ trước khi lên đường sang Pháp, Võ Cảnh cho biết: ""Đây là dịp đặc biệt để Cảnh có thể học hỏi kinh nghiệm, gặp gỡ nhiều hơn những đàn anh, đàn chị trong nghề. Hi vọng Cảnh sẽ có những trải nghiệm mới lạ và hữu ích khi tham dự LHP năm nay. Thêm vào đó, từ bây giờ tới cuối năm, Cảnh cũng sẽ trở lại với những dự án phim mới, mong sẽ nhận được sự cổ vũ và ủng hộ từ phía khán giả"".",0,184
5256,"Trần Phương Hà (20 tuổi, quê Long An) vừa đăng quang cuộc thi Hoa hậu Sắc đẹp toàn cầu châu Á 2019, tại Malaysia. Ngay sau đó, bộ ảnh bán nude cũ của người đẹp bỗng được lan truyền trên mạng xã hội - trở thành đề tài gây tranh cãi của dư luận.",0,54
5257,"Đa phần ý kiến cho rằng một Hoa hậu cần phải giữ hình ảnh đẹp, thanh lịch không nên chụp ảnh bán nude hay nude vì sẽ ảnh hưởng đến vẻ đẹp truyền thống của người phụ nữ. Tuy vậy cũng có ý kiến bảo vệ Trần Phương Hà vì bộ ảnh gợi cảm trong sự kiểm soát, tinh tế mà không phản cảm.",0,64
5258,"Hoa hậu Trần Phương Hà trao đổi với chúng tôi: “Đây là bộ ảnh bán nude nhưng vẫn che chắn cẩn thận để lưu giữ vẻ đẹp thanh xuân của tôi. Tôi thấy bộ ảnh không có gì phản cảm ngược lại rất đẹp, tôn đường cong của người phụ nữ mà không hề thô thiển. Tôi vẫn dùng lụa che cơ thể hoặc nón rộng vành kết hợp. Những tạo dáng đơn giản cũng như biểu cảm nhẹ nhàng của tôi làm cho bộ ảnh mang tính nghệ thuật nhiều hơn là khoe thân”.",0,95
5259,"Ngoài ra, mỹ nhân quê Long An thừa nhận bản thân không ủng hộ việc các người đẹp chụp ảnh nóng để tạo chiêu trò gây chú ý.",0,28
5260,"“Tôi không ủng hộ Hoa hậu chụp ảnh nóng, phản cảm nhưng những bộ ảnh nghệ thuật thế này thì không vấn đề gì. Hãy quan tâm đến chặng đường và những hoạt động của tôi cho xã hội hơn là soi mói về vài bức ảnh nghệ thuật”, cô nói thêm.",0,52
5261,"Dù mới bước sang tuổi 20 nhưng Trần Phương Hà cho thấy sự trưởng thành hơn bạn bè đồng trang lứa. Người đẹp có suy nghĩ sâu sắc và cho biết dư luận không ảnh hưởng quá nhiều đến tâm lý và những dự án sắp tới của cô. Hiện tại, Phương Hà cùng ban tổ chức cuộc thi có những dự định thiện nguyện, cùng việc theo đuổi con đường người mẫu, điện ảnh chuyên nghiệp trong thời gian sắp tới.",0,82
5262,"Khi tham gia tranh tài tại Hoa hậu Sắc đẹp toàn cầu châu Á 2019, Trần Phương Hà là gương mặt nổi bật khi sở hữu chiều cao 1,72m, cùng thân hình gợi cảm, số đo 3 vòng chuẩn. Ngoài vương miện cao nhất, Phương Hà còn nhận thêm giải thưởng phụ: Người đẹp có gương mặt đẹp nhất.",0,59
5263,Theo Phan Trai Úc (Dân Việt),0,6
5272,"Bộ phim truyền hình Về nhà đi con do Thu Quỳnh - Bảo Thanh - Quốc Trường - Bảo Hân đóng chính hiện vẫn đang quay hình. Dù tiết trời Hà Nội oi bức, nắng nóng lên đến 42 độ song các diễn viên vẫn làm việc đến ""quên mình"". Kết quả, một số thành viên trong ekip đã kiệt sức đến đổ bệnh.",0,64
5273,"Nhằm đảm bảo sức khỏe cho mọi người, phía VFC đã tạm dừng quay để nhân viên đoàn phim, diễn viên kịp nghỉ ngơi dưỡng sức. Ông Nguyễn Bá Thành - đảm nhận khâu tổ chức sản xuất của phim cho biết: ""Nắng nóng nhưng chúng tôi vẫn làm việc để kịp tiến độ phim lên sóng. Nhưng sau ngày làm việc hôm qua, nhiều anh em trong đoàn mệt mỏi, diễn viên cũng đuối sức. Ekip quyết định tạm ngừng quay trong ngày 19 và 20/5 để nghỉ ngơi, lấy lại sức. 21/5, chúng tôi sẽ tiếp tục sản xuất trở lại bình thường"".",0,105
5274,"Về phần các diễn viên, Thu Quỳnh khiến người hâm mộ không khỏi xót xa khi thú nhận chuyện kiệt sức đến mức sập nguồn khi phải quay phim giữa trưa. Thu Quỳnh chia sẻ cô cảm thấy rất đuối sức. Nhưng thương cho mình 1 thì Thu Quỳnh thương ekip sản xuất đến 2 lần. Bởi diễn viên như con còn có ngày nghỉ, song nhân viên đoàn phim lại chẳng hề có điều này. ""May mắn là không ai bị ốm nặng. Tôi lo cho mọi người vô cùng"" - Thu Quỳnh chia sẻ.",0,96
5275,"""Dù nắng gay gắt, nhưng đoàn phim không quản ngại để diễn xuất, có những phân cảnh phải quay giữa trời nóng vật vã, diễn viên gần như bị cảm vì không gian oi nồng, khó chịu. Nhưng các diễn viên bảo nhau, phải cố gắng để có những thước phim hay nhất"" - Thu Quỳnh nói thêm.",0,58
5276,"Về nhà đi con là phim truyền hình do VFC sản xuất, phim kể về ông Sơn (Trung Anh) và 3 cô con gái Huệ (Thu Quỳnh) - Thư (Bảo Thanh) - Ánh Dương (Bảo Hân). Phim hiện vẫn đang phát sóng trên khung giờ vàng VTV1.",0,47
5289,"Sau 3 năm tạm dừng, không nói ngoa khi ""Cuộc đua kỳ thú"" là chương trình được mong đợi hàng đầu khi rục rịch thông báo trở lại. Chính vì vậy, mọi nhất cử nhất động về show cũng như các đội chơi tham gia mùa giải năm nay đều dễ dàng lọt vào tầm ngắm của cư dân mạng.",0,60
5290,"Mới đây nhất, loạt ảnh cận mặt của dàn thí sinh năm nay bất ngờ bị tung lên mạng. Hoa hậu Việt Nam 2016 Đỗ Mỹ Linh chính thức tham gia vào danh sách dàn Hậu đình đám của chương trình bên cạnh H'Hen Niê, Lệ Hằng, Kỳ Duyên... Ghép cặp với Đỗ Mỹ Linh tạo thành team Xanh Dương là ""chàng thơ"" của NTK Đỗ Mạnh Cường - Lê Xuân Tiền.",0,72
5291,"Bên cạnh đó là hình ảnh team Vàng của H'Hen Niê - Lệ Hằng, team Đen của Huy Trần - Johnny, team Đỏ của Emma Nhất Khanh - Tôn Kinh Lâm.",0,31
5292,Theo Angus (Trí Thức Trẻ),0,5
5302,"Mới đây, một bức ảnh của nữ diễn viên Thu Quỳnh ngồi hút thuốc, đối diện là nam diễn viên, MC Tuấn Tú bất ngờ đươc cư dân mạng thi nhau chia sẻ. Không ít khán giả của bộ phim truyền hình hiện đang gây sốt - Về Nhà Đi Con dự đoán về một viễn cảnh ""mơ hồ"" rằng My Sói đã ""nhập"" vào chị Huệ sau những đau khổ mà gả chồng bạc bẽo đã gây ra cho mình. Tuy nhiên lại có ý kiến cho rằng, đây có thể là một dự án truyền hình nào đó mà bộ đôi Thu Quỳnh – Tuấn Tú tiếp tục góp mặt.",0,112
5303,"Trước đó, khán giả của Về Nhà Đi Con cũng không khỏi bất ngờ trước tiết lộ từ MC Tuấn Tú rằng ông Quốc và Huệ sắp yêu nhau. Trong phim, cô con gái lớn của ông Sơn (NSƯT Trung Anh) là một người hiền lành, chịu khó, yêu thương gia đình, tuy nhiên hình ảnh nữ diễn viên Thu Quỳnh ngồi hút thuốc đối diện nam MC Tuấn Tú cũng khiến người xem đặt ra giả thuyết phải chăng cả 2 sắp hợp tác trong một dự án truyền hình nào đó, hay Quỳnh Búp Bê phần 2 chẳng hạn, vì Huệ của Về Nhà Đi Con mà ngồi hút thuốc như này thì… hơi quá.",0,117
5304,"Tóm lại những dự đoán trên vẫn chỉ là giả thuyết của khán giả đưa ra, chị Huệ vốn đang được xây dựng với hình ảnh ""gái ngoan"" nên cũng khó mà ""chơi lớn""ngồi hút thuốc như thế. Tuy nhiên tin đồn bố bảo và chị Huệ sắp yêu nhau vẫn đang là câu hỏi lớn được khán giả quan tâm. Muốn biết mối quan hệ giữa Huệ và ông Quốc sẽ tiến triển như thế nào thì không nên bỏ lỡ những tập tiếp theo của Về Nhà Đi Con phát sóng vào tối thứ 2 – thứ 6 hàng tuần lúc 21 giờ trên VTV3.",0,107
5305,Theo Xuân Văn (Helino),0,4
5313,"Tập 6 của chương trình truyền hình Chạy đi chờ chi - Running Man vừa lên sóng vào tối 18/5. Trong tập này, các nghệ sĩ của chương trình gồm Trấn Thành - BB Trần - Jun Phạm - Trương Thế Vinh - Liên Bỉnh Phát - Ngô Kiến Huy chào đón 3 vị khách mời là Khởi My - Kelvin Khánh - Quang Trung.",0,65
5314,"Ninh Dương Lan Ngọc - cô gái vàng của Running Man phiên bản Việt không tham gia với lý do bận lịch trình cá nhân. Tuy nhiên, dựa vào thông tin về sức khỏe của Lan Ngọc trước đó, khán giả lo lắng chia sẻ rằng có thể Lan Ngọc đã kiệt sức đến mức đi cấp cứu nên mới không thể tham gia Running Man.",0,66
5315,"Cụ thể, phía gia đình và quản lý của Lan Ngọc chia sẻ rằng sau 2 ngày theo dõi ở bệnh viện, Lan Ngọc mới được cho về nhà. Tuy nhiên cô vẫn ở trong tình trạng sốt cao, có lúc lên đến 40 độ, cần theo dõi thường xuyên hơn. Quản lý của Lan Ngọc nói thêm vì để đảm bảo sức khỏe, ekip đã hủy lịch làm việc trong 2 tuần. Với lịch trình không thể hủy, ekip vẫn ráng làm việc lại với đối tác để có cách xử lý thích hợp hơn.",0,96
5316,"Việc tạm hủy lịch trình sẽ ảnh hưởng đến Lan Ngọc không ít, tuy nhiên vì bảo vệ nữ diễn viên, ekip chẳng còn cách làm nào khác. Quản lý cũng khẳng định đây là lần bị ốm nghiêm trọng nhất của Lan Ngọc.",0,44
5317,"Ở tập 6 Running Man, người xem sẽ được chứng kiến sự ""bùng nổ"" của những trò chơi cực lầy lội, bá đạo trong ""Cuộc đua kim cương"".",0,28
5318,"Không hổ danh những thánh lầy bậc nhất của showbiz Việt, ngay từ những phút đầu tiên bộ 3 đã được chào đón vô cùng nồng nhiệt với nhiều pha ""ẵm-bồng-bế"" đầy bá đạo từ Ngô Kiến Huy và BB Trần. Và độ ""muối mặn"" còn được đẩy lên cao trào khi cặp vợ chồng trẻ Kelvin Khánh - Khởi My tiết lộ con nuôi của họ là Quang Trung khiến người xem được dịp cười chảy nước mắt.",0,79
5319,"Với cái nắng gay gắt của mùa hè, chương trình đã quyết định chiêu đãi mọi người bằng những ly nước thơm ngon. Đây cũng chính là cách chia thành viên vô cùng thú vị và nhiều bất ngờ của chương trình thông qua sự lựa chọn ống hút đại diện màu sắc của 3 đội. Cuối cùng, sau nhiều pha tranh chấp gay cấn, các team cũng chính thức được xác lập: đội Cam gồm Trấn Thành, Khởi My và Jun Phạm, đội Trắng gồm Quang Trung, BB Trần và Liên Bỉnh Phát, đội Xanh gồm Kelvin Khánh, Ngô Kiến Huy và Trương Thế Vinh.",0,106
5320,"Đường đua tập 6 vô cùng sang chảnh mang tên ""Cuộc đua kim cương"", để đạt được phần thưởng hậu hĩnh ở cuối chương trình, các đội chơi phải vượt qua được 7 trò chơi cảm giác mạnh liên hoàn, ba đội chơi có thể dựa vào độ may mắn của mình lần lượt tung xúc xắc, nếu nút tiến sẽ tiến đến thử thách tiếp theo, nút nhảy thì sẽ được bỏ qua một thử thách, đến gần đích đến hơn.",0,82
5327,"Sau ngày đầu tiên Vợ ba ra rạp, những tranh cãi xoay quanh việc Nguyễn Phương Trà My đóng cảnh nóng ngày càng nhiều. Phim được phân loại C18, trong khi diễn viên đóng cảnh nóng khi chỉ mới 13 tuổi, tức vừa học xong lớp 6.",0,47
5328,"Trên mạng xã hội và các trang báo uy tín, nhiều khán giả bày tỏ bức xúc, phản đối việc Vợ ba được cấp phép phát hành rộng rãi. Một số ý kiến cho rằng nhà làm phim vi phạm pháp luật khi cho diễn viên ở độ tuổi thiếu nhi trực tiếp đóng cảnh quan hệ tình dục.",0,59
5329,'Vi phạm Luật Lao động và Luật Trẻ em',0,9
5330,"Trao đổi với Zing.vn, luật sư Trần Thị Ngọc Nữ, Chi hội trưởng chi hội Luật sư - Hội Bảo vệ quyền trẻ em TP.HCM, cho biết: ""Việc nhà sản xuất phim Vợ ba cho bé Trà My trực tiếp đóng cảnh nóng ở tuổi 13 là vi phạm các điều trong mục 1, chương XI của Luật Lao động"".",0,60
